             t,          Mass,      FuelMass,       Aileron,      Elevator,        Rudder,        Throttle,         alpha,          beta,             V,             u,             v,             w,             p,             q,             r,           Phi,         Theta,           Psi,         Gamma,             h,             T,             x,             y,             z,         Power,      PowerMax,           rpm
+4.6460000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990578e+000, +0.0000000000e+000, +5.4999998245e+001, +5.4960400191e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.2324650958e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976798e+000, +0.0000000000e+000, -1.3773240478e-006, +2.9999999716e+003, +6.5066180572e+002, +2.5558499260e+003, +0.0000000000e+000, -2.9999999716e+003, +4.426350033047e+001, +8.389892842933e+001, +5.1109252716e+263
+4.6470000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990577e+000, +0.0000000000e+000, +5.4999998245e+001, +5.4960400191e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.2137256428e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976792e+000, +0.0000000000e+000, -1.3779307290e-006, +2.9999999716e+003, +6.5066180572e+002, +2.5563999259e+003, +0.0000000000e+000, -2.9999999716e+003, +4.426350033053e+001, +8.389892842946e+001, +5.1109252716e+263
+4.6480000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990577e+000, +0.0000000000e+000, +5.4999998246e+001, +5.4960400192e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.1949587023e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976786e+000, +0.0000000000e+000, -1.3785355157e-006, +2.9999999716e+003, +6.5066180573e+002, +2.5569499259e+003, +0.0000000000e+000, -2.9999999716e+003, +4.426350033059e+001, +8.389892842960e+001, +5.1109252716e+263
+4.6490000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990577e+000, +0.0000000000e+000, +5.4999998247e+001, +5.4960400193e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.1761643618e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976779e+000, +0.0000000000e+000, -1.3791384054e-006, +2.9999999715e+003, +6.5066180573e+002, +2.5574999259e+003, +0.0000000000e+000, -2.9999999715e+003, +4.426350033065e+001, +8.389892842974e+001, +5.1109252716e+263
+4.6500000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990577e+000, +0.0000000000e+000, +5.4999998247e+001, +5.4960400193e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.1573427377e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976773e+000, +0.0000000000e+000, -1.3797393958e-006, +2.9999999715e+003, +6.5066180573e+002, +2.5580499259e+003, +0.0000000000e+000, -2.9999999715e+003, +4.426350033071e+001, +8.389892842988e+001, +5.1109252716e+263
+4.6510000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990577e+000, +0.0000000000e+000, +5.4999998248e+001, +5.4960400194e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.1384939396e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976767e+000, +0.0000000000e+000, -1.3803384843e-006, +2.9999999715e+003, +6.5066180573e+002, +2.5585999259e+003, +0.0000000000e+000, -2.9999999715e+003, +4.426350033077e+001, +8.389892843001e+001, +5.1109252716e+263
+4.6520000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990576e+000, +0.0000000000e+000, +5.4999998249e+001, +5.4960400195e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.1196180357e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976761e+000, +0.0000000000e+000, -1.3809356680e-006, +2.9999999715e+003, +6.5066180573e+002, +2.5591499258e+003, +0.0000000000e+000, -2.9999999715e+003, +4.426350033083e+001, +8.389892843015e+001, +5.1109252716e+263
+4.6530000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990576e+000, +0.0000000000e+000, +5.4999998249e+001, +5.4960400195e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.1007151492e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976755e+000, +0.0000000000e+000, -1.3815309442e-006, +2.9999999715e+003, +6.5066180573e+002, +2.5596999258e+003, +0.0000000000e+000, -2.9999999715e+003, +4.426350033089e+001, +8.389892843029e+001, +5.1109252716e+263
+4.6540000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990576e+000, +0.0000000000e+000, +5.4999998250e+001, +5.4960400196e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.0817853615e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976749e+000, +0.0000000000e+000, -1.3821243105e-006, +2.9999999715e+003, +6.5066180573e+002, +2.5602499258e+003, +0.0000000000e+000, -2.9999999715e+003, +4.426350033095e+001, +8.389892843043e+001, +5.1109252716e+263
+4.6550000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990576e+000, +0.0000000000e+000, +5.4999998251e+001, +5.4960400196e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.0628287752e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976743e+000, +0.0000000000e+000, -1.3827157639e-006, +2.9999999715e+003, +6.5066180573e+002, +2.5607999258e+003, +0.0000000000e+000, -2.9999999715e+003, +4.426350033102e+001, +8.389892843056e+001, +5.1109252716e+263
+4.6560000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990576e+000, +0.0000000000e+000, +5.4999998251e+001, +5.4960400197e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.0438454864e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976737e+000, +0.0000000000e+000, -1.3833053020e-006, +2.9999999715e+003, +6.5066180573e+002, +2.5613499258e+003, +0.0000000000e+000, -2.9999999715e+003, +4.426350033108e+001, +8.389892843070e+001, +5.1109252716e+263
+4.6570000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990576e+000, +0.0000000000e+000, +5.4999998252e+001, +5.4960400198e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.0248355919e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976731e+000, +0.0000000000e+000, -1.3838929225e-006, +2.9999999714e+003, +6.5066180573e+002, +2.5618999258e+003, +0.0000000000e+000, -2.9999999714e+003, +4.426350033114e+001, +8.389892843084e+001, +5.1109252716e+263
+4.6580000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990575e+000, +0.0000000000e+000, +5.4999998252e+001, +5.4960400198e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -6.0057991896e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976725e+000, +0.0000000000e+000, -1.3844786228e-006, +2.9999999714e+003, +6.5066180573e+002, +2.5624499257e+003, +0.0000000000e+000, -2.9999999714e+003, +4.426350033120e+001, +8.389892843098e+001, +5.1109252716e+263
+4.6590000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990575e+000, +0.0000000000e+000, +5.4999998253e+001, +5.4960400199e+001, +0.0000000000e+000, +2.0866762729e+000, +0.0000000000e+000, -5.9867363908e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976719e+000, +0.0000000000e+000, -1.3850624003e-006, +2.9999999714e+003, +6.5066180573e+002, +2.5629999257e+003, +0.0000000000e+000, -2.9999999714e+003, +4.426350033126e+001, +8.389892843111e+001, +5.1109252716e+263
+4.6600000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990575e+000, +0.0000000000e+000, +5.4999998254e+001, +5.4960400200e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.9676472841e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976713e+000, +0.0000000000e+000, -1.3856442516e-006, +2.9999999714e+003, +6.5066180574e+002, +2.5635499257e+003, +0.0000000000e+000, -2.9999999714e+003, +4.426350033132e+001, +8.389892843125e+001, +5.1109252716e+263
+4.6610000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990575e+000, +0.0000000000e+000, +5.4999998254e+001, +5.4960400200e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.9485319778e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976707e+000, +0.0000000000e+000, -1.3862241758e-006, +2.9999999714e+003, +6.5066180574e+002, +2.5640999257e+003, +0.0000000000e+000, -2.9999999714e+003, +4.426350033138e+001, +8.389892843139e+001, +5.1109252716e+263
+4.6620000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990575e+000, +0.0000000000e+000, +5.4999998255e+001, +5.4960400201e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.9293905634e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976701e+000, +0.0000000000e+000, -1.3868021688e-006, +2.9999999714e+003, +6.5066180574e+002, +2.5646499257e+003, +0.0000000000e+000, -2.9999999714e+003, +4.426350033144e+001, +8.389892843153e+001, +5.1109252716e+263
+4.6630000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990574e+000, +0.0000000000e+000, +5.4999998256e+001, +5.4960400202e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.9102231255e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976695e+000, +0.0000000000e+000, -1.3873782290e-006, +2.9999999714e+003, +6.5066180574e+002, +2.5651999257e+003, +0.0000000000e+000, -2.9999999714e+003, +4.426350033150e+001, +8.389892843167e+001, +5.1109252716e+263
+4.6640000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990574e+000, +0.0000000000e+000, +5.4999998256e+001, +5.4960400202e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.8910297795e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976689e+000, +0.0000000000e+000, -1.3879523532e-006, +2.9999999713e+003, +6.5066180574e+002, +2.5657499256e+003, +0.0000000000e+000, -2.9999999713e+003, +4.426350033156e+001, +8.389892843180e+001, +5.1109252716e+263
+4.6650000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990574e+000, +0.0000000000e+000, +5.4999998257e+001, +5.4960400203e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.8718106322e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976683e+000, +0.0000000000e+000, -1.3885245396e-006, +2.9999999713e+003, +6.5066180574e+002, +2.5662999256e+003, +0.0000000000e+000, -2.9999999713e+003, +4.426350033162e+001, +8.389892843194e+001, +5.1109252716e+263
+4.6660000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990574e+000, +0.0000000000e+000, +5.4999998258e+001, +5.4960400204e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.8525657630e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976677e+000, +0.0000000000e+000, -1.3890947855e-006, +2.9999999713e+003, +6.5066180574e+002, +2.5668499256e+003, +0.0000000000e+000, -2.9999999713e+003, +4.426350033168e+001, +8.389892843208e+001, +5.1109252716e+263
+4.6670000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990574e+000, +0.0000000000e+000, +5.4999998258e+001, +5.4960400204e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.8332952799e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976671e+000, +0.0000000000e+000, -1.3896630878e-006, +2.9999999713e+003, +6.5066180574e+002, +2.5673999256e+003, +0.0000000000e+000, -2.9999999713e+003, +4.426350033174e+001, +8.389892843222e+001, +5.1109252716e+263
+4.6680000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990573e+000, +0.0000000000e+000, +5.4999998259e+001, +5.4960400205e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.8139992803e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976665e+000, +0.0000000000e+000, -1.3902294449e-006, +2.9999999713e+003, +6.5066180574e+002, +2.5679499256e+003, +0.0000000000e+000, -2.9999999713e+003, +4.426350033180e+001, +8.389892843236e+001, +5.1109252716e+263
+4.6690000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990573e+000, +0.0000000000e+000, +5.4999998260e+001, +5.4960400206e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.7946778783e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976660e+000, +0.0000000000e+000, -1.3907938543e-006, +2.9999999713e+003, +6.5066180574e+002, +2.5684999256e+003, +0.0000000000e+000, -2.9999999713e+003, +4.426350033186e+001, +8.389892843250e+001, +5.1109252716e+263
+4.6700000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990573e+000, +0.0000000000e+000, +5.4999998260e+001, +5.4960400206e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.7753311617e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976654e+000, +0.0000000000e+000, -1.3913563126e-006, +2.9999999713e+003, +6.5066180574e+002, +2.5690499255e+003, +0.0000000000e+000, -2.9999999713e+003, +4.426350033193e+001, +8.389892843263e+001, +5.1109252716e+263
+4.6710000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990573e+000, +0.0000000000e+000, +5.4999998261e+001, +5.4960400207e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.7559592159e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976648e+000, +0.0000000000e+000, -1.3919168178e-006, +2.9999999713e+003, +6.5066180575e+002, +2.5695999255e+003, +0.0000000000e+000, -2.9999999713e+003, +4.426350033199e+001, +8.389892843277e+001, +5.1109252716e+263
+4.6720000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990573e+000, +0.0000000000e+000, +5.4999998262e+001, +5.4960400208e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.7365621505e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976642e+000, +0.0000000000e+000, -1.3924753681e-006, +2.9999999712e+003, +6.5066180575e+002, +2.5701499255e+003, +0.0000000000e+000, -2.9999999712e+003, +4.426350033205e+001, +8.389892843291e+001, +5.1109252716e+263
+4.6730000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990572e+000, +0.0000000000e+000, +5.4999998262e+001, +5.4960400208e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.7171400687e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976636e+000, +0.0000000000e+000, -1.3930319606e-006, +2.9999999712e+003, +6.5066180575e+002, +2.5706999255e+003, +0.0000000000e+000, -2.9999999712e+003, +4.426350033211e+001, +8.389892843305e+001, +5.1109252716e+263
+4.6740000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990572e+000, +0.0000000000e+000, +5.4999998263e+001, +5.4960400209e+001, +0.0000000000e+000, +2.0866762730e+000, +0.0000000000e+000, -5.6976930750e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976631e+000, +0.0000000000e+000, -1.3935865930e-006, +2.9999999712e+003, +6.5066180575e+002, +2.5712499255e+003, +0.0000000000e+000, -2.9999999712e+003, +4.426350033217e+001, +8.389892843319e+001, +5.1109252716e+263
+4.6750000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990572e+000, +0.0000000000e+000, +5.4999998264e+001, +5.4960400210e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.6782212618e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976625e+000, +0.0000000000e+000, -1.3941392624e-006, +2.9999999712e+003, +6.5066180575e+002, +2.5717999254e+003, +0.0000000000e+000, -2.9999999712e+003, +4.426350033223e+001, +8.389892843333e+001, +5.1109252716e+263
+4.6760000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990572e+000, +0.0000000000e+000, +5.4999998264e+001, +5.4960400210e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.6587247366e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976619e+000, +0.0000000000e+000, -1.3946899672e-006, +2.9999999712e+003, +6.5066180575e+002, +2.5723499254e+003, +0.0000000000e+000, -2.9999999712e+003, +4.426350033229e+001, +8.389892843347e+001, +5.1109252716e+263
+4.6770000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990572e+000, +0.0000000000e+000, +5.4999998265e+001, +5.4960400211e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.6392035903e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976614e+000, +0.0000000000e+000, -1.3952387044e-006, +2.9999999712e+003, +6.5066180575e+002, +2.5728999254e+003, +0.0000000000e+000, -2.9999999712e+003, +4.426350033235e+001, +8.389892843360e+001, +5.1109252716e+263
+4.6780000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990572e+000, +0.0000000000e+000, +5.4999998266e+001, +5.4960400212e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.6196579537e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976608e+000, +0.0000000000e+000, -1.3957854721e-006, +2.9999999712e+003, +6.5066180575e+002, +2.5734499254e+003, +0.0000000000e+000, -2.9999999712e+003, +4.426350033241e+001, +8.389892843374e+001, +5.1109252716e+263
+4.6790000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990571e+000, +0.0000000000e+000, +5.4999998266e+001, +5.4960400212e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.6000878976e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976602e+000, +0.0000000000e+000, -1.3963302673e-006, +2.9999999711e+003, +6.5066180575e+002, +2.5739999254e+003, +0.0000000000e+000, -2.9999999711e+003, +4.426350033247e+001, +8.389892843388e+001, +5.1109252716e+263
+4.6800000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990571e+000, +0.0000000000e+000, +5.4999998267e+001, +5.4960400213e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.5804935367e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976597e+000, +0.0000000000e+000, -1.3968730885e-006, +2.9999999711e+003, +6.5066180575e+002, +2.5745499254e+003, +0.0000000000e+000, -2.9999999711e+003, +4.426350033254e+001, +8.389892843402e+001, +5.1109252716e+263
+4.6810000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990571e+000, +0.0000000000e+000, +5.4999998268e+001, +5.4960400214e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.5608749551e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976591e+000, +0.0000000000e+000, -1.3974139324e-006, +2.9999999711e+003, +6.5066180575e+002, +2.5750999253e+003, +0.0000000000e+000, -2.9999999711e+003, +4.426350033260e+001, +8.389892843416e+001, +5.1109252716e+263
+4.6820000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990571e+000, +0.0000000000e+000, +5.4999998268e+001, +5.4960400214e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.5412322809e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976586e+000, +0.0000000000e+000, -1.3979527977e-006, +2.9999999711e+003, +6.5066180576e+002, +2.5756499253e+003, +0.0000000000e+000, -2.9999999711e+003, +4.426350033266e+001, +8.389892843430e+001, +5.1109252716e+263
+4.6830000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990571e+000, +0.0000000000e+000, +5.4999998269e+001, +5.4960400215e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.5215655962e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976580e+000, +0.0000000000e+000, -1.3984896812e-006, +2.9999999711e+003, +6.5066180576e+002, +2.5761999253e+003, +0.0000000000e+000, -2.9999999711e+003, +4.426350033272e+001, +8.389892843444e+001, +5.1109252716e+263
+4.6840000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990570e+000, +0.0000000000e+000, +5.4999998270e+001, +5.4960400216e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.5018749955e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976575e+000, +0.0000000000e+000, -1.3990245810e-006, +2.9999999711e+003, +6.5066180576e+002, +2.5767499253e+003, +0.0000000000e+000, -2.9999999711e+003, +4.426350033278e+001, +8.389892843458e+001, +5.1109252716e+263
+4.6850000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990570e+000, +0.0000000000e+000, +5.4999998270e+001, +5.4960400216e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.4821605990e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976569e+000, +0.0000000000e+000, -1.3995574947e-006, +2.9999999711e+003, +6.5066180576e+002, +2.5772999253e+003, +0.0000000000e+000, -2.9999999711e+003, +4.426350033284e+001, +8.389892843472e+001, +5.1109252716e+263
+4.6860000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990570e+000, +0.0000000000e+000, +5.4999998271e+001, +5.4960400217e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.4624224843e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976564e+000, +0.0000000000e+000, -1.4000884197e-006, +2.9999999711e+003, +6.5066180576e+002, +2.5778499253e+003, +0.0000000000e+000, -2.9999999711e+003, +4.426350033290e+001, +8.389892843486e+001, +5.1109252716e+263
+4.6870000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990570e+000, +0.0000000000e+000, +5.4999998272e+001, +5.4960400218e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.4426607653e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976558e+000, +0.0000000000e+000, -1.4006173540e-006, +2.9999999710e+003, +6.5066180576e+002, +2.5783999252e+003, +0.0000000000e+000, -2.9999999710e+003, +4.426350033296e+001, +8.389892843500e+001, +5.1109252716e+263
+4.6880000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990570e+000, +0.0000000000e+000, +5.4999998272e+001, +5.4960400218e+001, +0.0000000000e+000, +2.0866762731e+000, +0.0000000000e+000, -5.4228755526e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976553e+000, +0.0000000000e+000, -1.4011442958e-006, +2.9999999710e+003, +6.5066180576e+002, +2.5789499252e+003, +0.0000000000e+000, -2.9999999710e+003, +4.426350033302e+001, +8.389892843513e+001, +5.1109252716e+263
+4.6890000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990569e+000, +0.0000000000e+000, +5.4999998273e+001, +5.4960400219e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.4030669385e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976547e+000, +0.0000000000e+000, -1.4016692423e-006, +2.9999999710e+003, +6.5066180576e+002, +2.5794999252e+003, +0.0000000000e+000, -2.9999999710e+003, +4.426350033309e+001, +8.389892843527e+001, +5.1109252716e+263
+4.6900000000e+001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990569e+000, +0.0000000000e+000, +5.4999998274e+001, +5.4960400220e+001, +0.0000000000e+000, +2.0866762732e+000, +0.0000000000e+000, -5.3832350140e-008, +0.0000000000e+000, +0.0000000000e+000, +2.1742976542e+000, +0.0000000000e+000, -1.4021921913e-006, +2.9999999710e+003, +6.5066180576e+002, +2.5800499252e+003, +0.0000000000e+000, -2.9999999710e+003, +4.426350033315e+001, +8.389892843541e+001, +5.1109252716e+263
